Name,Industry,Location,Rationale,Note
Gandhinagar Datacenter Solutions Pvt Ltd 186,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 187,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 188,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 189,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 190,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 191,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 192,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 193,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 194,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 195,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 196,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 197,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 198,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 199,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 200,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 201,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 202,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 203,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 204,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 205,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 206,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 207,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 208,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 209,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 210,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 211,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 212,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 213,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 214,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 215,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 216,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 217,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 218,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 219,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 220,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 221,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 222,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 223,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 224,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 225,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 226,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 227,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 228,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 229,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 230,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 231,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 232,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 233,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 234,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 235,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 236,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 237,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 238,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 239,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 240,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 241,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 242,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 243,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 244,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 245,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 246,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 247,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 248,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 249,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 250,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 251,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 252,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 253,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 254,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 255,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 256,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 257,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 258,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 259,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 260,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 261,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 262,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 263,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 264,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 265,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 266,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 267,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 268,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 269,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 270,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 271,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 272,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 273,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 274,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 275,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 276,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 277,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 278,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 279,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 280,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 281,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 282,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 283,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 284,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 285,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 286,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 287,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 288,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 289,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 290,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 291,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 292,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 293,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 294,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 295,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 296,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 297,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 298,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 299,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 300,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 301,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 302,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 303,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 304,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 305,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 306,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 307,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 308,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 309,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 310,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 311,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 312,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 313,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 314,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 315,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 316,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 317,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 318,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 319,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 320,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 321,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 322,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 323,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 324,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 325,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 326,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 327,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 328,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 329,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 330,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 331,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 332,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 333,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 334,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 335,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
Gandhinagar Datacenter Solutions Pvt Ltd 336,Datacenter,Gandhinagar,Synthetic candidate: fits Datacenter cluster in Gandhinagar,SYNTHETIC - unverified
Ankleshwar IT Services Solutions Pvt Ltd 337,IT Services,Ankleshwar,Synthetic candidate: fits IT Services cluster in Ankleshwar,SYNTHETIC - unverified
Vapi Automotive Solutions Pvt Ltd 338,Automotive,Vapi,Synthetic candidate: fits Automotive cluster in Vapi,SYNTHETIC - unverified
Dahej Textiles Solutions Pvt Ltd 339,Textiles,Dahej,Synthetic candidate: fits Textiles cluster in Dahej,SYNTHETIC - unverified
Bharuch Packaging Solutions Pvt Ltd 340,Packaging,Bharuch,Synthetic candidate: fits Packaging cluster in Bharuch,SYNTHETIC - unverified
Mehsana Plastics Solutions Pvt Ltd 341,Plastics,Mehsana,Synthetic candidate: fits Plastics cluster in Mehsana,SYNTHETIC - unverified
Anand Construction Solutions Pvt Ltd 342,Construction,Anand,Synthetic candidate: fits Construction cluster in Anand,SYNTHETIC - unverified
Kandla Engineering Solutions Pvt Ltd 343,Engineering,Kandla,Synthetic candidate: fits Engineering cluster in Kandla,SYNTHETIC - unverified
Porbandar Electronics Solutions Pvt Ltd 344,Electronics,Porbandar,Synthetic candidate: fits Electronics cluster in Porbandar,SYNTHETIC - unverified
Ahmedabad Pharmaceuticals Solutions Pvt Ltd 345,Pharmaceuticals,Ahmedabad,Synthetic candidate: fits Pharmaceuticals cluster in Ahmedabad,SYNTHETIC - unverified
Vadodara Chemicals Solutions Pvt Ltd 346,Chemicals,Vadodara,Synthetic candidate: fits Chemicals cluster in Vadodara,SYNTHETIC - unverified
Surat Energy Solutions Pvt Ltd 347,Energy,Surat,Synthetic candidate: fits Energy cluster in Surat,SYNTHETIC - unverified
Rajkot Manufacturing Solutions Pvt Ltd 348,Manufacturing,Rajkot,Synthetic candidate: fits Manufacturing cluster in Rajkot,SYNTHETIC - unverified
Jamnagar Food & Dairy Solutions Pvt Ltd 349,Food & Dairy,Jamnagar,Synthetic candidate: fits Food & Dairy cluster in Jamnagar,SYNTHETIC - unverified
Bhavnagar Logistics Solutions Pvt Ltd 350,Logistics,Bhavnagar,Synthetic candidate: fits Logistics cluster in Bhavnagar,SYNTHETIC - unverified
